;Absolute path;Relative path;Class
219;D:\Programming\AP_Lab2\dataset\bay horse\0219.jpg;dataset\bay horse\0219.jpg;Bay horse
220;D:\Programming\AP_Lab2\dataset\bay horse\0220.jpg;dataset\bay horse\0220.jpg;Bay horse
221;D:\Programming\AP_Lab2\dataset\bay horse\0221.jpg;dataset\bay horse\0221.jpg;Bay horse
222;D:\Programming\AP_Lab2\dataset\bay horse\0222.jpg;dataset\bay horse\0222.jpg;Bay horse
223;D:\Programming\AP_Lab2\dataset\bay horse\0223.jpg;dataset\bay horse\0223.jpg;Bay horse
224;D:\Programming\AP_Lab2\dataset\bay horse\0224.jpg;dataset\bay horse\0224.jpg;Bay horse
225;D:\Programming\AP_Lab2\dataset\bay horse\0225.jpg;dataset\bay horse\0225.jpg;Bay horse
226;D:\Programming\AP_Lab2\dataset\bay horse\0226.jpg;dataset\bay horse\0226.jpg;Bay horse
227;D:\Programming\AP_Lab2\dataset\bay horse\0227.jpg;dataset\bay horse\0227.jpg;Bay horse
228;D:\Programming\AP_Lab2\dataset\bay horse\0228.jpg;dataset\bay horse\0228.jpg;Bay horse
229;D:\Programming\AP_Lab2\dataset\bay horse\0229.jpg;dataset\bay horse\0229.jpg;Bay horse
230;D:\Programming\AP_Lab2\dataset\bay horse\0230.jpg;dataset\bay horse\0230.jpg;Bay horse
231;D:\Programming\AP_Lab2\dataset\bay horse\0231.jpg;dataset\bay horse\0231.jpg;Bay horse
232;D:\Programming\AP_Lab2\dataset\bay horse\0232.jpg;dataset\bay horse\0232.jpg;Bay horse
233;D:\Programming\AP_Lab2\dataset\bay horse\0233.jpg;dataset\bay horse\0233.jpg;Bay horse
234;D:\Programming\AP_Lab2\dataset\bay horse\0234.jpg;dataset\bay horse\0234.jpg;Bay horse
235;D:\Programming\AP_Lab2\dataset\bay horse\0235.jpg;dataset\bay horse\0235.jpg;Bay horse
236;D:\Programming\AP_Lab2\dataset\bay horse\0236.jpg;dataset\bay horse\0236.jpg;Bay horse
237;D:\Programming\AP_Lab2\dataset\bay horse\0237.jpg;dataset\bay horse\0237.jpg;Bay horse
238;D:\Programming\AP_Lab2\dataset\bay horse\0238.jpg;dataset\bay horse\0238.jpg;Bay horse
239;D:\Programming\AP_Lab2\dataset\bay horse\0239.jpg;dataset\bay horse\0239.jpg;Bay horse
240;D:\Programming\AP_Lab2\dataset\bay horse\0240.jpg;dataset\bay horse\0240.jpg;Bay horse
241;D:\Programming\AP_Lab2\dataset\bay horse\0241.jpg;dataset\bay horse\0241.jpg;Bay horse
242;D:\Programming\AP_Lab2\dataset\bay horse\0242.jpg;dataset\bay horse\0242.jpg;Bay horse
243;D:\Programming\AP_Lab2\dataset\bay horse\0243.jpg;dataset\bay horse\0243.jpg;Bay horse
244;D:\Programming\AP_Lab2\dataset\bay horse\0244.jpg;dataset\bay horse\0244.jpg;Bay horse
245;D:\Programming\AP_Lab2\dataset\bay horse\0245.jpg;dataset\bay horse\0245.jpg;Bay horse
246;D:\Programming\AP_Lab2\dataset\bay horse\0246.jpg;dataset\bay horse\0246.jpg;Bay horse
247;D:\Programming\AP_Lab2\dataset\bay horse\0247.jpg;dataset\bay horse\0247.jpg;Bay horse
248;D:\Programming\AP_Lab2\dataset\bay horse\0248.jpg;dataset\bay horse\0248.jpg;Bay horse
249;D:\Programming\AP_Lab2\dataset\bay horse\0249.jpg;dataset\bay horse\0249.jpg;Bay horse
250;D:\Programming\AP_Lab2\dataset\bay horse\0250.jpg;dataset\bay horse\0250.jpg;Bay horse
251;D:\Programming\AP_Lab2\dataset\bay horse\0251.jpg;dataset\bay horse\0251.jpg;Bay horse
252;D:\Programming\AP_Lab2\dataset\bay horse\0252.jpg;dataset\bay horse\0252.jpg;Bay horse
253;D:\Programming\AP_Lab2\dataset\bay horse\0253.jpg;dataset\bay horse\0253.jpg;Bay horse
