;Absolute path;Relative path;Class
37;D:\Programming\AP_Lab2\new_dataset_task2\0037.jpg;new_dataset_task2\0037.jpg;Bay horse
38;D:\Programming\AP_Lab2\new_dataset_task2\0038.jpg;new_dataset_task2\0038.jpg;Bay horse
39;D:\Programming\AP_Lab2\new_dataset_task2\0039.jpg;new_dataset_task2\0039.jpg;Bay horse
40;D:\Programming\AP_Lab2\new_dataset_task2\0040.jpg;new_dataset_task2\0040.jpg;Bay horse
41;D:\Programming\AP_Lab2\new_dataset_task2\0041.jpg;new_dataset_task2\0041.jpg;Bay horse
42;D:\Programming\AP_Lab2\new_dataset_task2\0042.jpg;new_dataset_task2\0042.jpg;Bay horse
43;D:\Programming\AP_Lab2\new_dataset_task2\0043.jpg;new_dataset_task2\0043.jpg;Bay horse
44;D:\Programming\AP_Lab2\new_dataset_task2\0044.jpg;new_dataset_task2\0044.jpg;Bay horse
45;D:\Programming\AP_Lab2\new_dataset_task2\0045.jpg;new_dataset_task2\0045.jpg;Bay horse
46;D:\Programming\AP_Lab2\new_dataset_task2\0046.jpg;new_dataset_task2\0046.jpg;Bay horse
47;D:\Programming\AP_Lab2\new_dataset_task2\0047.jpg;new_dataset_task2\0047.jpg;Bay horse
48;D:\Programming\AP_Lab2\new_dataset_task2\0048.jpg;new_dataset_task2\0048.jpg;Bay horse
49;D:\Programming\AP_Lab2\new_dataset_task2\0049.jpg;new_dataset_task2\0049.jpg;Bay horse
50;D:\Programming\AP_Lab2\new_dataset_task2\0050.jpg;new_dataset_task2\0050.jpg;Bay horse
51;D:\Programming\AP_Lab2\new_dataset_task2\0051.jpg;new_dataset_task2\0051.jpg;Bay horse
52;D:\Programming\AP_Lab2\new_dataset_task2\0052.jpg;new_dataset_task2\0052.jpg;Bay horse
53;D:\Programming\AP_Lab2\new_dataset_task2\0053.jpg;new_dataset_task2\0053.jpg;Bay horse
54;D:\Programming\AP_Lab2\new_dataset_task2\0054.jpg;new_dataset_task2\0054.jpg;Bay horse
55;D:\Programming\AP_Lab2\new_dataset_task2\0055.jpg;new_dataset_task2\0055.jpg;Bay horse
56;D:\Programming\AP_Lab2\new_dataset_task2\0056.jpg;new_dataset_task2\0056.jpg;Bay horse
57;D:\Programming\AP_Lab2\new_dataset_task2\0057.jpg;new_dataset_task2\0057.jpg;Bay horse
58;D:\Programming\AP_Lab2\new_dataset_task2\0058.jpg;new_dataset_task2\0058.jpg;Bay horse
59;D:\Programming\AP_Lab2\new_dataset_task2\0059.jpg;new_dataset_task2\0059.jpg;Bay horse
60;D:\Programming\AP_Lab2\new_dataset_task2\0060.jpg;new_dataset_task2\0060.jpg;Bay horse
61;D:\Programming\AP_Lab2\new_dataset_task2\0061.jpg;new_dataset_task2\0061.jpg;Bay horse
62;D:\Programming\AP_Lab2\new_dataset_task2\0062.jpg;new_dataset_task2\0062.jpg;Bay horse
63;D:\Programming\AP_Lab2\new_dataset_task2\0063.jpg;new_dataset_task2\0063.jpg;Bay horse
64;D:\Programming\AP_Lab2\new_dataset_task2\0064.jpg;new_dataset_task2\0064.jpg;Bay horse
65;D:\Programming\AP_Lab2\new_dataset_task2\0065.jpg;new_dataset_task2\0065.jpg;Bay horse
66;D:\Programming\AP_Lab2\new_dataset_task2\0066.jpg;new_dataset_task2\0066.jpg;Bay horse
67;D:\Programming\AP_Lab2\new_dataset_task2\0067.jpg;new_dataset_task2\0067.jpg;Bay horse
68;D:\Programming\AP_Lab2\new_dataset_task2\0068.jpg;new_dataset_task2\0068.jpg;Bay horse
69;D:\Programming\AP_Lab2\new_dataset_task2\0069.jpg;new_dataset_task2\0069.jpg;Bay horse
70;D:\Programming\AP_Lab2\new_dataset_task2\0070.jpg;new_dataset_task2\0070.jpg;Bay horse
71;D:\Programming\AP_Lab2\new_dataset_task2\0071.jpg;new_dataset_task2\0071.jpg;Bay horse
72;D:\Programming\AP_Lab2\new_dataset_task2\0072.jpg;new_dataset_task2\0072.jpg;Bay horse
73;D:\Programming\AP_Lab2\new_dataset_task2\0073.jpg;new_dataset_task2\0073.jpg;Bay horse
74;D:\Programming\AP_Lab2\new_dataset_task2\0074.jpg;new_dataset_task2\0074.jpg;Bay horse
75;D:\Programming\AP_Lab2\new_dataset_task2\0075.jpg;new_dataset_task2\0075.jpg;Bay horse
76;D:\Programming\AP_Lab2\new_dataset_task2\0076.jpg;new_dataset_task2\0076.jpg;Bay horse
77;D:\Programming\AP_Lab2\new_dataset_task2\0077.jpg;new_dataset_task2\0077.jpg;Bay horse
78;D:\Programming\AP_Lab2\new_dataset_task2\0078.jpg;new_dataset_task2\0078.jpg;Bay horse
79;D:\Programming\AP_Lab2\new_dataset_task2\0079.jpg;new_dataset_task2\0079.jpg;Bay horse
80;D:\Programming\AP_Lab2\new_dataset_task2\0080.jpg;new_dataset_task2\0080.jpg;Bay horse
81;D:\Programming\AP_Lab2\new_dataset_task2\0081.jpg;new_dataset_task2\0081.jpg;Bay horse
82;D:\Programming\AP_Lab2\new_dataset_task2\0082.jpg;new_dataset_task2\0082.jpg;Bay horse
83;D:\Programming\AP_Lab2\new_dataset_task2\0083.jpg;new_dataset_task2\0083.jpg;Bay horse
84;D:\Programming\AP_Lab2\new_dataset_task2\0084.jpg;new_dataset_task2\0084.jpg;Bay horse
85;D:\Programming\AP_Lab2\new_dataset_task2\0085.jpg;new_dataset_task2\0085.jpg;Bay horse
86;D:\Programming\AP_Lab2\new_dataset_task2\0086.jpg;new_dataset_task2\0086.jpg;Bay horse
87;D:\Programming\AP_Lab2\new_dataset_task2\0087.jpg;new_dataset_task2\0087.jpg;Bay horse
88;D:\Programming\AP_Lab2\new_dataset_task2\0088.jpg;new_dataset_task2\0088.jpg;Bay horse
89;D:\Programming\AP_Lab2\new_dataset_task2\0089.jpg;new_dataset_task2\0089.jpg;Bay horse
90;D:\Programming\AP_Lab2\new_dataset_task2\0090.jpg;new_dataset_task2\0090.jpg;Bay horse
91;D:\Programming\AP_Lab2\new_dataset_task2\0091.jpg;new_dataset_task2\0091.jpg;Bay horse
92;D:\Programming\AP_Lab2\new_dataset_task2\0092.jpg;new_dataset_task2\0092.jpg;Bay horse
93;D:\Programming\AP_Lab2\new_dataset_task2\0093.jpg;new_dataset_task2\0093.jpg;Bay horse
94;D:\Programming\AP_Lab2\new_dataset_task2\0094.jpg;new_dataset_task2\0094.jpg;Bay horse
95;D:\Programming\AP_Lab2\new_dataset_task2\0095.jpg;new_dataset_task2\0095.jpg;Bay horse
96;D:\Programming\AP_Lab2\new_dataset_task2\0096.jpg;new_dataset_task2\0096.jpg;Bay horse
97;D:\Programming\AP_Lab2\new_dataset_task2\0097.jpg;new_dataset_task2\0097.jpg;Bay horse
98;D:\Programming\AP_Lab2\new_dataset_task2\0098.jpg;new_dataset_task2\0098.jpg;Bay horse
99;D:\Programming\AP_Lab2\new_dataset_task2\0099.jpg;new_dataset_task2\0099.jpg;Bay horse
100;D:\Programming\AP_Lab2\new_dataset_task2\0100.jpg;new_dataset_task2\0100.jpg;Bay horse
101;D:\Programming\AP_Lab2\new_dataset_task2\0101.jpg;new_dataset_task2\0101.jpg;Bay horse
102;D:\Programming\AP_Lab2\new_dataset_task2\0102.jpg;new_dataset_task2\0102.jpg;Bay horse
103;D:\Programming\AP_Lab2\new_dataset_task2\0103.jpg;new_dataset_task2\0103.jpg;Bay horse
104;D:\Programming\AP_Lab2\new_dataset_task2\0104.jpg;new_dataset_task2\0104.jpg;Bay horse
105;D:\Programming\AP_Lab2\new_dataset_task2\0105.jpg;new_dataset_task2\0105.jpg;Bay horse
106;D:\Programming\AP_Lab2\new_dataset_task2\0106.jpg;new_dataset_task2\0106.jpg;Bay horse
107;D:\Programming\AP_Lab2\new_dataset_task2\0107.jpg;new_dataset_task2\0107.jpg;Bay horse
108;D:\Programming\AP_Lab2\new_dataset_task2\0108.jpg;new_dataset_task2\0108.jpg;Bay horse
109;D:\Programming\AP_Lab2\new_dataset_task2\0109.jpg;new_dataset_task2\0109.jpg;Bay horse
110;D:\Programming\AP_Lab2\new_dataset_task2\0110.jpg;new_dataset_task2\0110.jpg;Bay horse
111;D:\Programming\AP_Lab2\new_dataset_task2\0111.jpg;new_dataset_task2\0111.jpg;Bay horse
112;D:\Programming\AP_Lab2\new_dataset_task2\0112.jpg;new_dataset_task2\0112.jpg;Bay horse
113;D:\Programming\AP_Lab2\new_dataset_task2\0113.jpg;new_dataset_task2\0113.jpg;Bay horse
114;D:\Programming\AP_Lab2\new_dataset_task2\0114.jpg;new_dataset_task2\0114.jpg;Bay horse
115;D:\Programming\AP_Lab2\new_dataset_task2\0115.jpg;new_dataset_task2\0115.jpg;Bay horse
116;D:\Programming\AP_Lab2\new_dataset_task2\0116.jpg;new_dataset_task2\0116.jpg;Bay horse
117;D:\Programming\AP_Lab2\new_dataset_task2\0117.jpg;new_dataset_task2\0117.jpg;Bay horse
118;D:\Programming\AP_Lab2\new_dataset_task2\0118.jpg;new_dataset_task2\0118.jpg;Bay horse
119;D:\Programming\AP_Lab2\new_dataset_task2\0119.jpg;new_dataset_task2\0119.jpg;Bay horse
120;D:\Programming\AP_Lab2\new_dataset_task2\0120.jpg;new_dataset_task2\0120.jpg;Bay horse
121;D:\Programming\AP_Lab2\new_dataset_task2\0121.jpg;new_dataset_task2\0121.jpg;Bay horse
122;D:\Programming\AP_Lab2\new_dataset_task2\0122.jpg;new_dataset_task2\0122.jpg;Bay horse
123;D:\Programming\AP_Lab2\new_dataset_task2\0123.jpg;new_dataset_task2\0123.jpg;Bay horse
124;D:\Programming\AP_Lab2\new_dataset_task2\0124.jpg;new_dataset_task2\0124.jpg;Bay horse
125;D:\Programming\AP_Lab2\new_dataset_task2\0125.jpg;new_dataset_task2\0125.jpg;Bay horse
126;D:\Programming\AP_Lab2\new_dataset_task2\0126.jpg;new_dataset_task2\0126.jpg;Bay horse
127;D:\Programming\AP_Lab2\new_dataset_task2\0127.jpg;new_dataset_task2\0127.jpg;Bay horse
128;D:\Programming\AP_Lab2\new_dataset_task2\0128.jpg;new_dataset_task2\0128.jpg;Bay horse
129;D:\Programming\AP_Lab2\new_dataset_task2\0129.jpg;new_dataset_task2\0129.jpg;Bay horse
130;D:\Programming\AP_Lab2\new_dataset_task2\0130.jpg;new_dataset_task2\0130.jpg;Bay horse
131;D:\Programming\AP_Lab2\new_dataset_task2\0131.jpg;new_dataset_task2\0131.jpg;Bay horse
132;D:\Programming\AP_Lab2\new_dataset_task2\0132.jpg;new_dataset_task2\0132.jpg;Bay horse
133;D:\Programming\AP_Lab2\new_dataset_task2\0133.jpg;new_dataset_task2\0133.jpg;Bay horse
134;D:\Programming\AP_Lab2\new_dataset_task2\0134.jpg;new_dataset_task2\0134.jpg;Bay horse
135;D:\Programming\AP_Lab2\new_dataset_task2\0135.jpg;new_dataset_task2\0135.jpg;Bay horse
136;D:\Programming\AP_Lab2\new_dataset_task2\0136.jpg;new_dataset_task2\0136.jpg;Bay horse
137;D:\Programming\AP_Lab2\new_dataset_task2\0137.jpg;new_dataset_task2\0137.jpg;Bay horse
138;D:\Programming\AP_Lab2\new_dataset_task2\0138.jpg;new_dataset_task2\0138.jpg;Bay horse
139;D:\Programming\AP_Lab2\new_dataset_task2\0139.jpg;new_dataset_task2\0139.jpg;Bay horse
140;D:\Programming\AP_Lab2\new_dataset_task2\0140.jpg;new_dataset_task2\0140.jpg;Bay horse
141;D:\Programming\AP_Lab2\new_dataset_task2\0141.jpg;new_dataset_task2\0141.jpg;Bay horse
142;D:\Programming\AP_Lab2\new_dataset_task2\0142.jpg;new_dataset_task2\0142.jpg;Bay horse
143;D:\Programming\AP_Lab2\new_dataset_task2\0143.jpg;new_dataset_task2\0143.jpg;Bay horse
144;D:\Programming\AP_Lab2\new_dataset_task2\0144.jpg;new_dataset_task2\0144.jpg;Bay horse
145;D:\Programming\AP_Lab2\new_dataset_task2\0145.jpg;new_dataset_task2\0145.jpg;Bay horse
146;D:\Programming\AP_Lab2\new_dataset_task2\0146.jpg;new_dataset_task2\0146.jpg;Bay horse
147;D:\Programming\AP_Lab2\new_dataset_task2\0147.jpg;new_dataset_task2\0147.jpg;Bay horse
148;D:\Programming\AP_Lab2\new_dataset_task2\0148.jpg;new_dataset_task2\0148.jpg;Bay horse
149;D:\Programming\AP_Lab2\new_dataset_task2\0149.jpg;new_dataset_task2\0149.jpg;Bay horse
150;D:\Programming\AP_Lab2\new_dataset_task2\0150.jpg;new_dataset_task2\0150.jpg;Bay horse
151;D:\Programming\AP_Lab2\new_dataset_task2\0151.jpg;new_dataset_task2\0151.jpg;Bay horse
152;D:\Programming\AP_Lab2\new_dataset_task2\0152.jpg;new_dataset_task2\0152.jpg;Bay horse
153;D:\Programming\AP_Lab2\new_dataset_task2\0153.jpg;new_dataset_task2\0153.jpg;Bay horse
154;D:\Programming\AP_Lab2\new_dataset_task2\0154.jpg;new_dataset_task2\0154.jpg;Bay horse
155;D:\Programming\AP_Lab2\new_dataset_task2\0155.jpg;new_dataset_task2\0155.jpg;Bay horse
156;D:\Programming\AP_Lab2\new_dataset_task2\0156.jpg;new_dataset_task2\0156.jpg;Bay horse
157;D:\Programming\AP_Lab2\new_dataset_task2\0157.jpg;new_dataset_task2\0157.jpg;Bay horse
158;D:\Programming\AP_Lab2\new_dataset_task2\0158.jpg;new_dataset_task2\0158.jpg;Bay horse
159;D:\Programming\AP_Lab2\new_dataset_task2\0159.jpg;new_dataset_task2\0159.jpg;Bay horse
160;D:\Programming\AP_Lab2\new_dataset_task2\0160.jpg;new_dataset_task2\0160.jpg;Bay horse
161;D:\Programming\AP_Lab2\new_dataset_task2\0161.jpg;new_dataset_task2\0161.jpg;Bay horse
162;D:\Programming\AP_Lab2\new_dataset_task2\0162.jpg;new_dataset_task2\0162.jpg;Bay horse
163;D:\Programming\AP_Lab2\new_dataset_task2\0163.jpg;new_dataset_task2\0163.jpg;Bay horse
164;D:\Programming\AP_Lab2\new_dataset_task2\0164.jpg;new_dataset_task2\0164.jpg;Bay horse
165;D:\Programming\AP_Lab2\new_dataset_task2\0165.jpg;new_dataset_task2\0165.jpg;Bay horse
166;D:\Programming\AP_Lab2\new_dataset_task2\0166.jpg;new_dataset_task2\0166.jpg;Bay horse
167;D:\Programming\AP_Lab2\new_dataset_task2\0167.jpg;new_dataset_task2\0167.jpg;Bay horse
168;D:\Programming\AP_Lab2\new_dataset_task2\0168.jpg;new_dataset_task2\0168.jpg;Bay horse
169;D:\Programming\AP_Lab2\new_dataset_task2\0169.jpg;new_dataset_task2\0169.jpg;Bay horse
170;D:\Programming\AP_Lab2\new_dataset_task2\0170.jpg;new_dataset_task2\0170.jpg;Bay horse
171;D:\Programming\AP_Lab2\new_dataset_task2\0171.jpg;new_dataset_task2\0171.jpg;Bay horse
172;D:\Programming\AP_Lab2\new_dataset_task2\0172.jpg;new_dataset_task2\0172.jpg;Bay horse
173;D:\Programming\AP_Lab2\new_dataset_task2\0173.jpg;new_dataset_task2\0173.jpg;Bay horse
174;D:\Programming\AP_Lab2\new_dataset_task2\0174.jpg;new_dataset_task2\0174.jpg;Bay horse
175;D:\Programming\AP_Lab2\new_dataset_task2\0175.jpg;new_dataset_task2\0175.jpg;Bay horse
176;D:\Programming\AP_Lab2\new_dataset_task2\0176.jpg;new_dataset_task2\0176.jpg;Bay horse
177;D:\Programming\AP_Lab2\new_dataset_task2\0177.jpg;new_dataset_task2\0177.jpg;Bay horse
178;D:\Programming\AP_Lab2\new_dataset_task2\0178.jpg;new_dataset_task2\0178.jpg;Bay horse
179;D:\Programming\AP_Lab2\new_dataset_task2\0179.jpg;new_dataset_task2\0179.jpg;Bay horse
180;D:\Programming\AP_Lab2\new_dataset_task2\0180.jpg;new_dataset_task2\0180.jpg;Bay horse
181;D:\Programming\AP_Lab2\new_dataset_task2\0181.jpg;new_dataset_task2\0181.jpg;Bay horse
182;D:\Programming\AP_Lab2\new_dataset_task2\0182.jpg;new_dataset_task2\0182.jpg;Bay horse
183;D:\Programming\AP_Lab2\new_dataset_task2\0183.jpg;new_dataset_task2\0183.jpg;Bay horse
184;D:\Programming\AP_Lab2\new_dataset_task2\0184.jpg;new_dataset_task2\0184.jpg;Bay horse
185;D:\Programming\AP_Lab2\new_dataset_task2\0185.jpg;new_dataset_task2\0185.jpg;Bay horse
186;D:\Programming\AP_Lab2\new_dataset_task2\0186.jpg;new_dataset_task2\0186.jpg;Bay horse
187;D:\Programming\AP_Lab2\new_dataset_task2\0187.jpg;new_dataset_task2\0187.jpg;Bay horse
188;D:\Programming\AP_Lab2\new_dataset_task2\0188.jpg;new_dataset_task2\0188.jpg;Bay horse
189;D:\Programming\AP_Lab2\new_dataset_task2\0189.jpg;new_dataset_task2\0189.jpg;Bay horse
190;D:\Programming\AP_Lab2\new_dataset_task2\0190.jpg;new_dataset_task2\0190.jpg;Bay horse
191;D:\Programming\AP_Lab2\new_dataset_task2\0191.jpg;new_dataset_task2\0191.jpg;Bay horse
192;D:\Programming\AP_Lab2\new_dataset_task2\0192.jpg;new_dataset_task2\0192.jpg;Bay horse
193;D:\Programming\AP_Lab2\new_dataset_task2\0193.jpg;new_dataset_task2\0193.jpg;Bay horse
194;D:\Programming\AP_Lab2\new_dataset_task2\0194.jpg;new_dataset_task2\0194.jpg;Bay horse
195;D:\Programming\AP_Lab2\new_dataset_task2\0195.jpg;new_dataset_task2\0195.jpg;Bay horse
196;D:\Programming\AP_Lab2\new_dataset_task2\0196.jpg;new_dataset_task2\0196.jpg;Bay horse
197;D:\Programming\AP_Lab2\new_dataset_task2\0197.jpg;new_dataset_task2\0197.jpg;Bay horse
198;D:\Programming\AP_Lab2\new_dataset_task2\0198.jpg;new_dataset_task2\0198.jpg;Bay horse
199;D:\Programming\AP_Lab2\new_dataset_task2\0199.jpg;new_dataset_task2\0199.jpg;Bay horse
200;D:\Programming\AP_Lab2\new_dataset_task2\0200.jpg;new_dataset_task2\0200.jpg;Bay horse
201;D:\Programming\AP_Lab2\new_dataset_task2\0201.jpg;new_dataset_task2\0201.jpg;Bay horse
202;D:\Programming\AP_Lab2\new_dataset_task2\0202.jpg;new_dataset_task2\0202.jpg;Bay horse
203;D:\Programming\AP_Lab2\new_dataset_task2\0203.jpg;new_dataset_task2\0203.jpg;Bay horse
204;D:\Programming\AP_Lab2\new_dataset_task2\0204.jpg;new_dataset_task2\0204.jpg;Bay horse
205;D:\Programming\AP_Lab2\new_dataset_task2\0205.jpg;new_dataset_task2\0205.jpg;Bay horse
206;D:\Programming\AP_Lab2\new_dataset_task2\0206.jpg;new_dataset_task2\0206.jpg;Bay horse
207;D:\Programming\AP_Lab2\new_dataset_task2\0207.jpg;new_dataset_task2\0207.jpg;Bay horse
208;D:\Programming\AP_Lab2\new_dataset_task2\0208.jpg;new_dataset_task2\0208.jpg;Bay horse
209;D:\Programming\AP_Lab2\new_dataset_task2\0209.jpg;new_dataset_task2\0209.jpg;Bay horse
210;D:\Programming\AP_Lab2\new_dataset_task2\0210.jpg;new_dataset_task2\0210.jpg;Bay horse
211;D:\Programming\AP_Lab2\new_dataset_task2\0211.jpg;new_dataset_task2\0211.jpg;Bay horse
212;D:\Programming\AP_Lab2\new_dataset_task2\0212.jpg;new_dataset_task2\0212.jpg;Bay horse
213;D:\Programming\AP_Lab2\new_dataset_task2\0213.jpg;new_dataset_task2\0213.jpg;Bay horse
214;D:\Programming\AP_Lab2\new_dataset_task2\0214.jpg;new_dataset_task2\0214.jpg;Bay horse
215;D:\Programming\AP_Lab2\new_dataset_task2\0215.jpg;new_dataset_task2\0215.jpg;Bay horse
216;D:\Programming\AP_Lab2\new_dataset_task2\0216.jpg;new_dataset_task2\0216.jpg;Bay horse
217;D:\Programming\AP_Lab2\new_dataset_task2\0217.jpg;new_dataset_task2\0217.jpg;Bay horse
218;D:\Programming\AP_Lab2\new_dataset_task2\0218.jpg;new_dataset_task2\0218.jpg;Bay horse
219;D:\Programming\AP_Lab2\new_dataset_task2\0219.jpg;new_dataset_task2\0219.jpg;Bay horse
220;D:\Programming\AP_Lab2\new_dataset_task2\0220.jpg;new_dataset_task2\0220.jpg;Bay horse
221;D:\Programming\AP_Lab2\new_dataset_task2\0221.jpg;new_dataset_task2\0221.jpg;Bay horse
222;D:\Programming\AP_Lab2\new_dataset_task2\0222.jpg;new_dataset_task2\0222.jpg;Bay horse
223;D:\Programming\AP_Lab2\new_dataset_task2\0223.jpg;new_dataset_task2\0223.jpg;Bay horse
224;D:\Programming\AP_Lab2\new_dataset_task2\0224.jpg;new_dataset_task2\0224.jpg;Bay horse
225;D:\Programming\AP_Lab2\new_dataset_task2\0225.jpg;new_dataset_task2\0225.jpg;Bay horse
226;D:\Programming\AP_Lab2\new_dataset_task2\0226.jpg;new_dataset_task2\0226.jpg;Bay horse
227;D:\Programming\AP_Lab2\new_dataset_task2\0227.jpg;new_dataset_task2\0227.jpg;Bay horse
228;D:\Programming\AP_Lab2\new_dataset_task2\0228.jpg;new_dataset_task2\0228.jpg;Bay horse
229;D:\Programming\AP_Lab2\new_dataset_task2\0229.jpg;new_dataset_task2\0229.jpg;Bay horse
230;D:\Programming\AP_Lab2\new_dataset_task2\0230.jpg;new_dataset_task2\0230.jpg;Bay horse
231;D:\Programming\AP_Lab2\new_dataset_task2\0231.jpg;new_dataset_task2\0231.jpg;Bay horse
232;D:\Programming\AP_Lab2\new_dataset_task2\0232.jpg;new_dataset_task2\0232.jpg;Bay horse
233;D:\Programming\AP_Lab2\new_dataset_task2\0233.jpg;new_dataset_task2\0233.jpg;Bay horse
234;D:\Programming\AP_Lab2\new_dataset_task2\0234.jpg;new_dataset_task2\0234.jpg;Bay horse
235;D:\Programming\AP_Lab2\new_dataset_task2\0235.jpg;new_dataset_task2\0235.jpg;Bay horse
236;D:\Programming\AP_Lab2\new_dataset_task2\0236.jpg;new_dataset_task2\0236.jpg;Bay horse
237;D:\Programming\AP_Lab2\new_dataset_task2\0237.jpg;new_dataset_task2\0237.jpg;Bay horse
238;D:\Programming\AP_Lab2\new_dataset_task2\0238.jpg;new_dataset_task2\0238.jpg;Bay horse
239;D:\Programming\AP_Lab2\new_dataset_task2\0239.jpg;new_dataset_task2\0239.jpg;Bay horse
240;D:\Programming\AP_Lab2\new_dataset_task2\0240.jpg;new_dataset_task2\0240.jpg;Bay horse
241;D:\Programming\AP_Lab2\new_dataset_task2\0241.jpg;new_dataset_task2\0241.jpg;Bay horse
242;D:\Programming\AP_Lab2\new_dataset_task2\0242.jpg;new_dataset_task2\0242.jpg;Bay horse
243;D:\Programming\AP_Lab2\new_dataset_task2\0243.jpg;new_dataset_task2\0243.jpg;Bay horse
244;D:\Programming\AP_Lab2\new_dataset_task2\0244.jpg;new_dataset_task2\0244.jpg;Bay horse
245;D:\Programming\AP_Lab2\new_dataset_task2\0245.jpg;new_dataset_task2\0245.jpg;Bay horse
246;D:\Programming\AP_Lab2\new_dataset_task2\0246.jpg;new_dataset_task2\0246.jpg;Bay horse
247;D:\Programming\AP_Lab2\new_dataset_task2\0247.jpg;new_dataset_task2\0247.jpg;Bay horse
248;D:\Programming\AP_Lab2\new_dataset_task2\0248.jpg;new_dataset_task2\0248.jpg;Bay horse
249;D:\Programming\AP_Lab2\new_dataset_task2\0249.jpg;new_dataset_task2\0249.jpg;Bay horse
250;D:\Programming\AP_Lab2\new_dataset_task2\0250.jpg;new_dataset_task2\0250.jpg;Bay horse
251;D:\Programming\AP_Lab2\new_dataset_task2\0251.jpg;new_dataset_task2\0251.jpg;Bay horse
252;D:\Programming\AP_Lab2\new_dataset_task2\0252.jpg;new_dataset_task2\0252.jpg;Bay horse
253;D:\Programming\AP_Lab2\new_dataset_task2\0253.jpg;new_dataset_task2\0253.jpg;Bay horse
