;Absolute path;Relative path;Class
49;D:\Programming\AP_Lab2\new_dataset_task3\9864.jpg;new_dataset_task3\9864.jpg;Bay horse
50;D:\Programming\AP_Lab2\new_dataset_task3\9561.jpg;new_dataset_task3\9561.jpg;Bay horse
51;D:\Programming\AP_Lab2\new_dataset_task3\4840.jpg;new_dataset_task3\4840.jpg;Bay horse
52;D:\Programming\AP_Lab2\new_dataset_task3\3515.jpg;new_dataset_task3\3515.jpg;Bay horse
53;D:\Programming\AP_Lab2\new_dataset_task3\1993.jpg;new_dataset_task3\1993.jpg;Bay horse
54;D:\Programming\AP_Lab2\new_dataset_task3\782.jpg;new_dataset_task3\782.jpg;Bay horse
55;D:\Programming\AP_Lab2\new_dataset_task3\1281.jpg;new_dataset_task3\1281.jpg;Bay horse
56;D:\Programming\AP_Lab2\new_dataset_task3\4308.jpg;new_dataset_task3\4308.jpg;Bay horse
57;D:\Programming\AP_Lab2\new_dataset_task3\2186.jpg;new_dataset_task3\2186.jpg;Bay horse
58;D:\Programming\AP_Lab2\new_dataset_task3\6903.jpg;new_dataset_task3\6903.jpg;Bay horse
59;D:\Programming\AP_Lab2\new_dataset_task3\6074.jpg;new_dataset_task3\6074.jpg;Bay horse
60;D:\Programming\AP_Lab2\new_dataset_task3\7578.jpg;new_dataset_task3\7578.jpg;Bay horse
61;D:\Programming\AP_Lab2\new_dataset_task3\9233.jpg;new_dataset_task3\9233.jpg;Bay horse
62;D:\Programming\AP_Lab2\new_dataset_task3\2017.jpg;new_dataset_task3\2017.jpg;Bay horse
63;D:\Programming\AP_Lab2\new_dataset_task3\5389.jpg;new_dataset_task3\5389.jpg;Bay horse
64;D:\Programming\AP_Lab2\new_dataset_task3\2567.jpg;new_dataset_task3\2567.jpg;Bay horse
65;D:\Programming\AP_Lab2\new_dataset_task3\3725.jpg;new_dataset_task3\3725.jpg;Bay horse
66;D:\Programming\AP_Lab2\new_dataset_task3\8849.jpg;new_dataset_task3\8849.jpg;Bay horse
67;D:\Programming\AP_Lab2\new_dataset_task3\2586.jpg;new_dataset_task3\2586.jpg;Bay horse
68;D:\Programming\AP_Lab2\new_dataset_task3\3354.jpg;new_dataset_task3\3354.jpg;Bay horse
69;D:\Programming\AP_Lab2\new_dataset_task3\2174.jpg;new_dataset_task3\2174.jpg;Bay horse
70;D:\Programming\AP_Lab2\new_dataset_task3\1917.jpg;new_dataset_task3\1917.jpg;Bay horse
71;D:\Programming\AP_Lab2\new_dataset_task3\6445.jpg;new_dataset_task3\6445.jpg;Bay horse
72;D:\Programming\AP_Lab2\new_dataset_task3\585.jpg;new_dataset_task3\585.jpg;Bay horse
73;D:\Programming\AP_Lab2\new_dataset_task3\9891.jpg;new_dataset_task3\9891.jpg;Bay horse
74;D:\Programming\AP_Lab2\new_dataset_task3\6489.jpg;new_dataset_task3\6489.jpg;Bay horse
75;D:\Programming\AP_Lab2\new_dataset_task3\3216.jpg;new_dataset_task3\3216.jpg;Bay horse
76;D:\Programming\AP_Lab2\new_dataset_task3\8397.jpg;new_dataset_task3\8397.jpg;Bay horse
77;D:\Programming\AP_Lab2\new_dataset_task3\6952.jpg;new_dataset_task3\6952.jpg;Bay horse
78;D:\Programming\AP_Lab2\new_dataset_task3\7744.jpg;new_dataset_task3\7744.jpg;Bay horse
79;D:\Programming\AP_Lab2\new_dataset_task3\4967.jpg;new_dataset_task3\4967.jpg;Bay horse
80;D:\Programming\AP_Lab2\new_dataset_task3\5214.jpg;new_dataset_task3\5214.jpg;Bay horse
81;D:\Programming\AP_Lab2\new_dataset_task3\9975.jpg;new_dataset_task3\9975.jpg;Bay horse
82;D:\Programming\AP_Lab2\new_dataset_task3\4693.jpg;new_dataset_task3\4693.jpg;Bay horse
83;D:\Programming\AP_Lab2\new_dataset_task3\849.jpg;new_dataset_task3\849.jpg;Bay horse
84;D:\Programming\AP_Lab2\new_dataset_task3\6786.jpg;new_dataset_task3\6786.jpg;Bay horse
85;D:\Programming\AP_Lab2\new_dataset_task3\5345.jpg;new_dataset_task3\5345.jpg;Bay horse
86;D:\Programming\AP_Lab2\new_dataset_task3\7250.jpg;new_dataset_task3\7250.jpg;Bay horse
87;D:\Programming\AP_Lab2\new_dataset_task3\363.jpg;new_dataset_task3\363.jpg;Bay horse
88;D:\Programming\AP_Lab2\new_dataset_task3\8063.jpg;new_dataset_task3\8063.jpg;Bay horse
89;D:\Programming\AP_Lab2\new_dataset_task3\1356.jpg;new_dataset_task3\1356.jpg;Bay horse
90;D:\Programming\AP_Lab2\new_dataset_task3\7043.jpg;new_dataset_task3\7043.jpg;Bay horse
91;D:\Programming\AP_Lab2\new_dataset_task3\3435.jpg;new_dataset_task3\3435.jpg;Bay horse
92;D:\Programming\AP_Lab2\new_dataset_task3\9850.jpg;new_dataset_task3\9850.jpg;Bay horse
93;D:\Programming\AP_Lab2\new_dataset_task3\3692.jpg;new_dataset_task3\3692.jpg;Bay horse
94;D:\Programming\AP_Lab2\new_dataset_task3\4303.jpg;new_dataset_task3\4303.jpg;Bay horse
95;D:\Programming\AP_Lab2\new_dataset_task3\7499.jpg;new_dataset_task3\7499.jpg;Bay horse
96;D:\Programming\AP_Lab2\new_dataset_task3\2952.jpg;new_dataset_task3\2952.jpg;Bay horse
97;D:\Programming\AP_Lab2\new_dataset_task3\3616.jpg;new_dataset_task3\3616.jpg;Bay horse
98;D:\Programming\AP_Lab2\new_dataset_task3\9685.jpg;new_dataset_task3\9685.jpg;Bay horse
99;D:\Programming\AP_Lab2\new_dataset_task3\1821.jpg;new_dataset_task3\1821.jpg;Bay horse
100;D:\Programming\AP_Lab2\new_dataset_task3\4864.jpg;new_dataset_task3\4864.jpg;Bay horse
101;D:\Programming\AP_Lab2\new_dataset_task3\1760.jpg;new_dataset_task3\1760.jpg;Bay horse
102;D:\Programming\AP_Lab2\new_dataset_task3\4505.jpg;new_dataset_task3\4505.jpg;Bay horse
103;D:\Programming\AP_Lab2\new_dataset_task3\7158.jpg;new_dataset_task3\7158.jpg;Bay horse
104;D:\Programming\AP_Lab2\new_dataset_task3\6538.jpg;new_dataset_task3\6538.jpg;Bay horse
105;D:\Programming\AP_Lab2\new_dataset_task3\2455.jpg;new_dataset_task3\2455.jpg;Bay horse
106;D:\Programming\AP_Lab2\new_dataset_task3\2475.jpg;new_dataset_task3\2475.jpg;Bay horse
107;D:\Programming\AP_Lab2\new_dataset_task3\1443.jpg;new_dataset_task3\1443.jpg;Bay horse
108;D:\Programming\AP_Lab2\new_dataset_task3\6101.jpg;new_dataset_task3\6101.jpg;Bay horse
109;D:\Programming\AP_Lab2\new_dataset_task3\3618.jpg;new_dataset_task3\3618.jpg;Bay horse
110;D:\Programming\AP_Lab2\new_dataset_task3\7626.jpg;new_dataset_task3\7626.jpg;Bay horse
111;D:\Programming\AP_Lab2\new_dataset_task3\8424.jpg;new_dataset_task3\8424.jpg;Bay horse
112;D:\Programming\AP_Lab2\new_dataset_task3\1284.jpg;new_dataset_task3\1284.jpg;Bay horse
113;D:\Programming\AP_Lab2\new_dataset_task3\6885.jpg;new_dataset_task3\6885.jpg;Bay horse
114;D:\Programming\AP_Lab2\new_dataset_task3\9075.jpg;new_dataset_task3\9075.jpg;Bay horse
115;D:\Programming\AP_Lab2\new_dataset_task3\2919.jpg;new_dataset_task3\2919.jpg;Bay horse
116;D:\Programming\AP_Lab2\new_dataset_task3\2027.jpg;new_dataset_task3\2027.jpg;Bay horse
117;D:\Programming\AP_Lab2\new_dataset_task3\7915.jpg;new_dataset_task3\7915.jpg;Bay horse
118;D:\Programming\AP_Lab2\new_dataset_task3\2905.jpg;new_dataset_task3\2905.jpg;Bay horse
119;D:\Programming\AP_Lab2\new_dataset_task3\5396.jpg;new_dataset_task3\5396.jpg;Bay horse
120;D:\Programming\AP_Lab2\new_dataset_task3\7465.jpg;new_dataset_task3\7465.jpg;Bay horse
121;D:\Programming\AP_Lab2\new_dataset_task3\6103.jpg;new_dataset_task3\6103.jpg;Bay horse
122;D:\Programming\AP_Lab2\new_dataset_task3\9154.jpg;new_dataset_task3\9154.jpg;Bay horse
123;D:\Programming\AP_Lab2\new_dataset_task3\5691.jpg;new_dataset_task3\5691.jpg;Bay horse
124;D:\Programming\AP_Lab2\new_dataset_task3\8563.jpg;new_dataset_task3\8563.jpg;Bay horse
125;D:\Programming\AP_Lab2\new_dataset_task3\1836.jpg;new_dataset_task3\1836.jpg;Bay horse
126;D:\Programming\AP_Lab2\new_dataset_task3\8426.jpg;new_dataset_task3\8426.jpg;Bay horse
127;D:\Programming\AP_Lab2\new_dataset_task3\9620.jpg;new_dataset_task3\9620.jpg;Bay horse
128;D:\Programming\AP_Lab2\new_dataset_task3\2484.jpg;new_dataset_task3\2484.jpg;Bay horse
129;D:\Programming\AP_Lab2\new_dataset_task3\3198.jpg;new_dataset_task3\3198.jpg;Bay horse
130;D:\Programming\AP_Lab2\new_dataset_task3\7511.jpg;new_dataset_task3\7511.jpg;Bay horse
131;D:\Programming\AP_Lab2\new_dataset_task3\8335.jpg;new_dataset_task3\8335.jpg;Bay horse
132;D:\Programming\AP_Lab2\new_dataset_task3\5402.jpg;new_dataset_task3\5402.jpg;Bay horse
133;D:\Programming\AP_Lab2\new_dataset_task3\3072.jpg;new_dataset_task3\3072.jpg;Bay horse
134;D:\Programming\AP_Lab2\new_dataset_task3\4219.jpg;new_dataset_task3\4219.jpg;Bay horse
135;D:\Programming\AP_Lab2\new_dataset_task3\9089.jpg;new_dataset_task3\9089.jpg;Bay horse
136;D:\Programming\AP_Lab2\new_dataset_task3\2144.jpg;new_dataset_task3\2144.jpg;Bay horse
137;D:\Programming\AP_Lab2\new_dataset_task3\9791.jpg;new_dataset_task3\9791.jpg;Bay horse
138;D:\Programming\AP_Lab2\new_dataset_task3\3814.jpg;new_dataset_task3\3814.jpg;Bay horse
139;D:\Programming\AP_Lab2\new_dataset_task3\1511.jpg;new_dataset_task3\1511.jpg;Bay horse
140;D:\Programming\AP_Lab2\new_dataset_task3\167.jpg;new_dataset_task3\167.jpg;Bay horse
141;D:\Programming\AP_Lab2\new_dataset_task3\7001.jpg;new_dataset_task3\7001.jpg;Bay horse
142;D:\Programming\AP_Lab2\new_dataset_task3\2277.jpg;new_dataset_task3\2277.jpg;Bay horse
143;D:\Programming\AP_Lab2\new_dataset_task3\1429.jpg;new_dataset_task3\1429.jpg;Bay horse
144;D:\Programming\AP_Lab2\new_dataset_task3\3462.jpg;new_dataset_task3\3462.jpg;Bay horse
145;D:\Programming\AP_Lab2\new_dataset_task3\2238.jpg;new_dataset_task3\2238.jpg;Bay horse
146;D:\Programming\AP_Lab2\new_dataset_task3\1124.jpg;new_dataset_task3\1124.jpg;Bay horse
147;D:\Programming\AP_Lab2\new_dataset_task3\380.jpg;new_dataset_task3\380.jpg;Bay horse
148;D:\Programming\AP_Lab2\new_dataset_task3\1638.jpg;new_dataset_task3\1638.jpg;Bay horse
149;D:\Programming\AP_Lab2\new_dataset_task3\2410.jpg;new_dataset_task3\2410.jpg;Bay horse
150;D:\Programming\AP_Lab2\new_dataset_task3\238.jpg;new_dataset_task3\238.jpg;Bay horse
151;D:\Programming\AP_Lab2\new_dataset_task3\7021.jpg;new_dataset_task3\7021.jpg;Bay horse
152;D:\Programming\AP_Lab2\new_dataset_task3\5244.jpg;new_dataset_task3\5244.jpg;Bay horse
153;D:\Programming\AP_Lab2\new_dataset_task3\8280.jpg;new_dataset_task3\8280.jpg;Bay horse
154;D:\Programming\AP_Lab2\new_dataset_task3\663.jpg;new_dataset_task3\663.jpg;Bay horse
155;D:\Programming\AP_Lab2\new_dataset_task3\4538.jpg;new_dataset_task3\4538.jpg;Bay horse
156;D:\Programming\AP_Lab2\new_dataset_task3\533.jpg;new_dataset_task3\533.jpg;Bay horse
157;D:\Programming\AP_Lab2\new_dataset_task3\4228.jpg;new_dataset_task3\4228.jpg;Bay horse
158;D:\Programming\AP_Lab2\new_dataset_task3\3652.jpg;new_dataset_task3\3652.jpg;Bay horse
159;D:\Programming\AP_Lab2\new_dataset_task3\7787.jpg;new_dataset_task3\7787.jpg;Bay horse
160;D:\Programming\AP_Lab2\new_dataset_task3\6888.jpg;new_dataset_task3\6888.jpg;Bay horse
161;D:\Programming\AP_Lab2\new_dataset_task3\4782.jpg;new_dataset_task3\4782.jpg;Bay horse
162;D:\Programming\AP_Lab2\new_dataset_task3\3605.jpg;new_dataset_task3\3605.jpg;Bay horse
163;D:\Programming\AP_Lab2\new_dataset_task3\5466.jpg;new_dataset_task3\5466.jpg;Bay horse
164;D:\Programming\AP_Lab2\new_dataset_task3\9079.jpg;new_dataset_task3\9079.jpg;Bay horse
165;D:\Programming\AP_Lab2\new_dataset_task3\7828.jpg;new_dataset_task3\7828.jpg;Bay horse
166;D:\Programming\AP_Lab2\new_dataset_task3\5613.jpg;new_dataset_task3\5613.jpg;Bay horse
167;D:\Programming\AP_Lab2\new_dataset_task3\1854.jpg;new_dataset_task3\1854.jpg;Bay horse
168;D:\Programming\AP_Lab2\new_dataset_task3\1018.jpg;new_dataset_task3\1018.jpg;Bay horse
169;D:\Programming\AP_Lab2\new_dataset_task3\2232.jpg;new_dataset_task3\2232.jpg;Bay horse
170;D:\Programming\AP_Lab2\new_dataset_task3\5873.jpg;new_dataset_task3\5873.jpg;Bay horse
171;D:\Programming\AP_Lab2\new_dataset_task3\1603.jpg;new_dataset_task3\1603.jpg;Bay horse
172;D:\Programming\AP_Lab2\new_dataset_task3\3313.jpg;new_dataset_task3\3313.jpg;Bay horse
173;D:\Programming\AP_Lab2\new_dataset_task3\1188.jpg;new_dataset_task3\1188.jpg;Bay horse
174;D:\Programming\AP_Lab2\new_dataset_task3\2359.jpg;new_dataset_task3\2359.jpg;Bay horse
175;D:\Programming\AP_Lab2\new_dataset_task3\6193.jpg;new_dataset_task3\6193.jpg;Bay horse
176;D:\Programming\AP_Lab2\new_dataset_task3\7391.jpg;new_dataset_task3\7391.jpg;Bay horse
177;D:\Programming\AP_Lab2\new_dataset_task3\3694.jpg;new_dataset_task3\3694.jpg;Bay horse
178;D:\Programming\AP_Lab2\new_dataset_task3\3222.jpg;new_dataset_task3\3222.jpg;Bay horse
179;D:\Programming\AP_Lab2\new_dataset_task3\2401.jpg;new_dataset_task3\2401.jpg;Bay horse
180;D:\Programming\AP_Lab2\new_dataset_task3\9300.jpg;new_dataset_task3\9300.jpg;Bay horse
181;D:\Programming\AP_Lab2\new_dataset_task3\3279.jpg;new_dataset_task3\3279.jpg;Bay horse
182;D:\Programming\AP_Lab2\new_dataset_task3\7689.jpg;new_dataset_task3\7689.jpg;Bay horse
183;D:\Programming\AP_Lab2\new_dataset_task3\7990.jpg;new_dataset_task3\7990.jpg;Bay horse
184;D:\Programming\AP_Lab2\new_dataset_task3\800.jpg;new_dataset_task3\800.jpg;Bay horse
185;D:\Programming\AP_Lab2\new_dataset_task3\1726.jpg;new_dataset_task3\1726.jpg;Bay horse
186;D:\Programming\AP_Lab2\new_dataset_task3\3450.jpg;new_dataset_task3\3450.jpg;Bay horse
187;D:\Programming\AP_Lab2\new_dataset_task3\1481.jpg;new_dataset_task3\1481.jpg;Bay horse
188;D:\Programming\AP_Lab2\new_dataset_task3\8589.jpg;new_dataset_task3\8589.jpg;Bay horse
189;D:\Programming\AP_Lab2\new_dataset_task3\5399.jpg;new_dataset_task3\5399.jpg;Bay horse
190;D:\Programming\AP_Lab2\new_dataset_task3\456.jpg;new_dataset_task3\456.jpg;Bay horse
191;D:\Programming\AP_Lab2\new_dataset_task3\256.jpg;new_dataset_task3\256.jpg;Bay horse
192;D:\Programming\AP_Lab2\new_dataset_task3\2498.jpg;new_dataset_task3\2498.jpg;Bay horse
193;D:\Programming\AP_Lab2\new_dataset_task3\8902.jpg;new_dataset_task3\8902.jpg;Bay horse
194;D:\Programming\AP_Lab2\new_dataset_task3\3787.jpg;new_dataset_task3\3787.jpg;Bay horse
195;D:\Programming\AP_Lab2\new_dataset_task3\8734.jpg;new_dataset_task3\8734.jpg;Bay horse
196;D:\Programming\AP_Lab2\new_dataset_task3\2847.jpg;new_dataset_task3\2847.jpg;Bay horse
197;D:\Programming\AP_Lab2\new_dataset_task3\9951.jpg;new_dataset_task3\9951.jpg;Bay horse
198;D:\Programming\AP_Lab2\new_dataset_task3\1611.jpg;new_dataset_task3\1611.jpg;Bay horse
199;D:\Programming\AP_Lab2\new_dataset_task3\5404.jpg;new_dataset_task3\5404.jpg;Bay horse
200;D:\Programming\AP_Lab2\new_dataset_task3\768.jpg;new_dataset_task3\768.jpg;Bay horse
201;D:\Programming\AP_Lab2\new_dataset_task3\6385.jpg;new_dataset_task3\6385.jpg;Bay horse
202;D:\Programming\AP_Lab2\new_dataset_task3\5993.jpg;new_dataset_task3\5993.jpg;Bay horse
203;D:\Programming\AP_Lab2\new_dataset_task3\6148.jpg;new_dataset_task3\6148.jpg;Bay horse
204;D:\Programming\AP_Lab2\new_dataset_task3\2667.jpg;new_dataset_task3\2667.jpg;Bay horse
205;D:\Programming\AP_Lab2\new_dataset_task3\2857.jpg;new_dataset_task3\2857.jpg;Bay horse
206;D:\Programming\AP_Lab2\new_dataset_task3\5315.jpg;new_dataset_task3\5315.jpg;Bay horse
207;D:\Programming\AP_Lab2\new_dataset_task3\3559.jpg;new_dataset_task3\3559.jpg;Bay horse
208;D:\Programming\AP_Lab2\new_dataset_task3\262.jpg;new_dataset_task3\262.jpg;Bay horse
209;D:\Programming\AP_Lab2\new_dataset_task3\6771.jpg;new_dataset_task3\6771.jpg;Bay horse
210;D:\Programming\AP_Lab2\new_dataset_task3\8617.jpg;new_dataset_task3\8617.jpg;Bay horse
211;D:\Programming\AP_Lab2\new_dataset_task3\7975.jpg;new_dataset_task3\7975.jpg;Bay horse
212;D:\Programming\AP_Lab2\new_dataset_task3\1988.jpg;new_dataset_task3\1988.jpg;Bay horse
213;D:\Programming\AP_Lab2\new_dataset_task3\3102.jpg;new_dataset_task3\3102.jpg;Bay horse
214;D:\Programming\AP_Lab2\new_dataset_task3\874.jpg;new_dataset_task3\874.jpg;Bay horse
215;D:\Programming\AP_Lab2\new_dataset_task3\6914.jpg;new_dataset_task3\6914.jpg;Bay horse
216;D:\Programming\AP_Lab2\new_dataset_task3\2109.jpg;new_dataset_task3\2109.jpg;Bay horse
217;D:\Programming\AP_Lab2\new_dataset_task3\2810.jpg;new_dataset_task3\2810.jpg;Bay horse
218;D:\Programming\AP_Lab2\new_dataset_task3\5460.jpg;new_dataset_task3\5460.jpg;Bay horse
219;D:\Programming\AP_Lab2\new_dataset_task3\9862.jpg;new_dataset_task3\9862.jpg;Bay horse
220;D:\Programming\AP_Lab2\new_dataset_task3\6175.jpg;new_dataset_task3\6175.jpg;Bay horse
221;D:\Programming\AP_Lab2\new_dataset_task3\2901.jpg;new_dataset_task3\2901.jpg;Bay horse
222;D:\Programming\AP_Lab2\new_dataset_task3\879.jpg;new_dataset_task3\879.jpg;Bay horse
223;D:\Programming\AP_Lab2\new_dataset_task3\5910.jpg;new_dataset_task3\5910.jpg;Bay horse
224;D:\Programming\AP_Lab2\new_dataset_task3\850.jpg;new_dataset_task3\850.jpg;Bay horse
225;D:\Programming\AP_Lab2\new_dataset_task3\8265.jpg;new_dataset_task3\8265.jpg;Bay horse
226;D:\Programming\AP_Lab2\new_dataset_task3\8908.jpg;new_dataset_task3\8908.jpg;Bay horse
227;D:\Programming\AP_Lab2\new_dataset_task3\302.jpg;new_dataset_task3\302.jpg;Bay horse
228;D:\Programming\AP_Lab2\new_dataset_task3\6349.jpg;new_dataset_task3\6349.jpg;Bay horse
229;D:\Programming\AP_Lab2\new_dataset_task3\1451.jpg;new_dataset_task3\1451.jpg;Bay horse
230;D:\Programming\AP_Lab2\new_dataset_task3\4327.jpg;new_dataset_task3\4327.jpg;Bay horse
231;D:\Programming\AP_Lab2\new_dataset_task3\6815.jpg;new_dataset_task3\6815.jpg;Bay horse
232;D:\Programming\AP_Lab2\new_dataset_task3\5201.jpg;new_dataset_task3\5201.jpg;Bay horse
233;D:\Programming\AP_Lab2\new_dataset_task3\8381.jpg;new_dataset_task3\8381.jpg;Bay horse
234;D:\Programming\AP_Lab2\new_dataset_task3\3786.jpg;new_dataset_task3\3786.jpg;Bay horse
235;D:\Programming\AP_Lab2\new_dataset_task3\4833.jpg;new_dataset_task3\4833.jpg;Bay horse
236;D:\Programming\AP_Lab2\new_dataset_task3\2959.jpg;new_dataset_task3\2959.jpg;Bay horse
237;D:\Programming\AP_Lab2\new_dataset_task3\6542.jpg;new_dataset_task3\6542.jpg;Bay horse
238;D:\Programming\AP_Lab2\new_dataset_task3\1174.jpg;new_dataset_task3\1174.jpg;Bay horse
239;D:\Programming\AP_Lab2\new_dataset_task3\1749.jpg;new_dataset_task3\1749.jpg;Bay horse
240;D:\Programming\AP_Lab2\new_dataset_task3\3574.jpg;new_dataset_task3\3574.jpg;Bay horse
241;D:\Programming\AP_Lab2\new_dataset_task3\7089.jpg;new_dataset_task3\7089.jpg;Bay horse
242;D:\Programming\AP_Lab2\new_dataset_task3\6891.jpg;new_dataset_task3\6891.jpg;Bay horse
243;D:\Programming\AP_Lab2\new_dataset_task3\8493.jpg;new_dataset_task3\8493.jpg;Bay horse
244;D:\Programming\AP_Lab2\new_dataset_task3\3991.jpg;new_dataset_task3\3991.jpg;Bay horse
245;D:\Programming\AP_Lab2\new_dataset_task3\4733.jpg;new_dataset_task3\4733.jpg;Bay horse
246;D:\Programming\AP_Lab2\new_dataset_task3\2117.jpg;new_dataset_task3\2117.jpg;Bay horse
247;D:\Programming\AP_Lab2\new_dataset_task3\5954.jpg;new_dataset_task3\5954.jpg;Bay horse
248;D:\Programming\AP_Lab2\new_dataset_task3\3990.jpg;new_dataset_task3\3990.jpg;Bay horse
249;D:\Programming\AP_Lab2\new_dataset_task3\2985.jpg;new_dataset_task3\2985.jpg;Bay horse
250;D:\Programming\AP_Lab2\new_dataset_task3\9621.jpg;new_dataset_task3\9621.jpg;Bay horse
251;D:\Programming\AP_Lab2\new_dataset_task3\8153.jpg;new_dataset_task3\8153.jpg;Bay horse
252;D:\Programming\AP_Lab2\new_dataset_task3\484.jpg;new_dataset_task3\484.jpg;Bay horse
253;D:\Programming\AP_Lab2\new_dataset_task3\8664.jpg;new_dataset_task3\8664.jpg;Bay horse
